คุณภาพน้ำทะเล,ชายฝั่งทะเล,ปี,จำนวน
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2547,"15-4,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2548,< 2 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2549,"< 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2550,"2.0 - 9,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2551,"1.8 - 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2552,"<1.8 - 92,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2553,"<1.8-16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2554,"230 - 1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2555,"33-3,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2556,"2 - 14,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2557,"<1 - 27,500"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2558,"12 - 13,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2541,      < 2 - 920
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2543,"        < 2 - 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2544,           2 - 23
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2545,          <2 - 23
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2546,"<3-24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2547,"23-11,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2548,< 2 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2549,< 2 - 130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2550,2.0 - 59
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2551,"1.8 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2552,<1.8 - 11
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2553,"<1.8-9,200"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2554,230 - 790
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2555,<1.8-330
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2556,<1.8 - 17
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2557,<1 - 32
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2558,"<1.8 - 54,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2541,      < 2 - 790
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2542,"          2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2543,"        < 2 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2544,           2 - 140
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2545,          <2 - 110
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2546,<3-240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2547,"<3-> 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2548,"< 2 - 7,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2549,< 2 - 240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2550,2.0 - 900
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2551,1.8 - 2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2552,<1.8 - 350
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2553,<1.8-540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2554,33 - 330
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2555,"49-7,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2556,6.10 - 49
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2557,<1 - 41
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะพีพี,2558,"<1.8 - 13,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2541,      < 2 - 240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2543,"        < 2 - 9,200"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2544,"           2 - 1,700"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2545,          <2 - 80
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2546,<3-750
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2547,"23-> 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2548,"< 2 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2549,"< 2 - 3,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2550,"2.0 - 7,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2551,"1.8 - 1,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2552,"<1.8 - 160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2553,"<1.8->160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2554,"5 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2555,"<1.8-24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2556,"<1.8 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2557,<1 - 140
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ระนอง - พังงา,2558,"<1.8 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2541,"      < 2 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2543,        < 2 - 490
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2544,           0 - 9
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2545,<2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2546,"<3-2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2547,"9-92,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2548,"< 2 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2549,"< 2 - 13,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2550,"2.0 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2551,"1.8 -35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2552,"<1.8 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2553,"<1.8-2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2554,"46 - 92,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2555,"<1.0-1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2556," 2 - 7,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2557,<1
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    กระบี่ - สตูล,2558,"<1.8 - 2,800"
